product_name_clean,contains_gluten,contains_dairy,contains_nuts,contains_peanut,contains_seafood,contains_egg,contains_soy,contains_celery,contains_mustard,contains_sesame,contains_sulfite,contains_other,contains_unknown,allergen_match_count,allergen_sources,label_sources,confidence
five cheese tortelloni,True,True,False,False,False,True,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"five grain medley, quinoa pilaf rice",True,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
five sour strawberry gum,False,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
fizzy strawberry straws,True,False,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
fjord nature 125 g x 4,False,True,False,False,False,False,False,False,False,False,False,False,False,3,foods_allergens|foods_dietary_restrictions|foods_health_scores_allergens,explicit_boolean_or_allergen_tags,high
flageolets préparés 1 2,True,False,False,False,False,False,True,False,False,False,False,False,False,3,foods_allergens|foods_dietary_restrictions|foods_health_scores_allergens,explicit_boolean_or_allergen_tags,high
"flagship sauce milk, flagship cheese pasteurized milk, salt, culture, enzymes , just jack cheese pasteurized milk, salt, culture, enzymes , butter cream, salt , water, wheat flour, rice starch, chipotle puree chipotle peppers, water, tomato paste, onion, sugar, may contain 2 or less of salt, vinegar, sunflower seed oil, paprika, garlic, corn starch, spices oregano, bay leaves, thyme, cumin, celery seed , salt, dehydrated garlic",True,True,False,False,False,False,False,True,False,False,False,False,False,1,allergies_10k,explicit_ingredient_allergen_tags,high
"flagstone foods, not your average veggie blend",True,False,False,False,False,False,True,False,False,True,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flahavans microwave quick porridge oats,True,False,False,False,False,False,False,False,False,False,False,False,False,3,foods_allergens|foods_dietary_restrictions|foods_health_scores_allergens,explicit_boolean_or_allergen_tags,high
flahavans red berry granola,True,False,True,False,False,False,True,False,False,True,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flake,False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flake baked cheese flavored puffs,False,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flake cheese flavored crisp crunchy cheese curls snack,False,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flake crisp crunchy cheese curls,False,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flake salt,False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
flake style deluxe crab,True,False,False,False,True,True,True,False,False,False,False,False,False,2,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flake style imitation crab,True,False,False,False,True,True,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flaked light tuna,False,False,False,False,True,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flaked light tuna dill lemon,False,False,False,False,True,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flaked light tuna in water,False,False,False,False,True,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flaked light tuna lemon ginger with sesame,False,False,False,False,True,False,True,False,False,True,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flaked light tuna lemon pepper,False,False,False,False,True,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flaked light tuna low sodium skipjack in water,False,False,False,False,True,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flaked light tuna packed in water,False,False,False,False,True,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flaked light tuna sundried tomato basil,False,False,False,False,True,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flaked light tuna with vegetables,True,False,False,False,True,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flakes de sarrasin,True,False,False,False,False,False,False,False,False,False,False,False,False,3,foods_allergens|foods_dietary_restrictions|foods_health_scores_allergens,explicit_boolean_or_allergen_tags,high
flakes fruit fibre,True,False,True,False,False,False,False,False,False,False,False,True,False,3,foods_allergens|foods_dietary_restrictions|foods_health_scores_allergens,explicit_boolean_or_allergen_tags,high
flakes of chicken,False,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flaky butter crescent rolls, flaky butter",True,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flaky croissant with sausage, egg monterey jack",True,True,False,False,False,True,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flaky croissant with sausage, egg pepper jack",True,True,False,False,False,True,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flaky crust pizza snack bites,True,True,False,False,False,True,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flaky gem brown n serve dinner rolls,True,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flaky jumbo biscuits,True,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flaky jumbo homestyle biscuit,True,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flaky layers dough, butter tastin",True,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flaky supreme cinnamon rolls with butter cream icing,True,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flaky texas style biscuits, flaky",True,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flaky, cheesy and with a robust garlic flavor biscuit mix, cheesy garlic",True,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamas flavored corn snacks, flamas",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flamas tortilla chips,False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flame baked pizza bases,True,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flame grilled beef patties, beef",False,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flame roasted red peppers,False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
"flamin hot cheese flavored snacks, flamin hot",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flamin hot cheetos popcorn,False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flamin hot corn twists,False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flamin hot crunchy,False,True,False,False,False,False,False,False,False,False,False,False,False,3,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flamin hot crunchy cheese flavored snacks,False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamin hot dill pickle flavored potato chips, flamin hot dill pickle",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamin hot dill pickle flavored remix potato chips, flamin hot, dill pickle",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamin hot flavor beef jerky, flamin hot",False,False,False,False,False,False,False,False,False,False,False,True,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamin hot flavored crunchy cheese flavored snacks, cheese",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamin hot flavored fries corn potato snacks, flamin hot",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamin hot flavored potato chips, flamin hot",True,True,False,False,False,False,False,False,False,False,False,False,False,3,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamin hot habanero crunchy cheese flavored snacks, flamin hot habanero",True,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flamin hot limon crunchy,False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flamin hot limón crunchy cheese flavored snacks,False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamin hot nacho flavored tortilla chips, flamin hot nacho",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamin hot puffs cheese flavored snacks, flamin hot",False,True,False,False,False,False,False,False,False,False,False,False,False,2,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamin hot puffs, flamin",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamin hot the walking taco on the go cheese flavored snacks, flamin hot",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamin hot thin crisps pretzels, flamin hot",True,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamin hot thin crisps, flamin hot",True,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flamin hot white cheddar flavored popcorn, flamin hot white cheddar",False,True,False,False,False,False,False,False,False,False,False,False,False,2,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flan,False,True,False,False,False,True,False,False,False,False,False,False,False,5,foods_dietary_restrictions|foods_health_scores_allergens|openfoodfacts,explicit_boolean_negative|openfoodfacts_explicit_allergen_tags,high
flan caram jao dan,False,True,False,False,False,False,False,False,False,False,False,False,False,2,foods_dietary_restrictions|foods_health_scores_allergens,keyword_from_product_text,medium
flan de caramelo,False,True,False,False,False,True,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flan de coco coconut flan,False,True,False,False,False,True,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flan japan,False,True,False,False,False,False,False,False,False,False,False,False,False,2,foods_dietary_restrictions|foods_health_scores_allergens,keyword_from_product_text,medium
flan nature,True,True,True,False,False,True,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flan nature 2 parts,True,True,False,False,False,True,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flan parfum vanille,False,True,False,False,False,False,False,False,False,False,False,False,False,2,foods_dietary_restrictions|foods_health_scores_allergens,keyword_from_product_text,medium
flan pâtissier,False,False,False,False,False,True,False,False,False,False,False,False,False,3,foods_allergens|foods_dietary_restrictions|foods_health_scores_allergens,explicit_boolean_or_allergen_tags,high
"flan, caramel custard, dry mix, prepared with 2 milk",False,True,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
"flan, caramel custard, dry mix, prepared with whole milk",False,True,False,False,False,False,False,False,False,False,False,False,False,1,comprehensive_foods_usda,keyword_from_food_name_or_ingredients,medium
flanby,False,True,False,False,False,False,False,False,False,False,False,False,False,3,foods_allergens|foods_dietary_restrictions|foods_health_scores_allergens,explicit_boolean_or_allergen_tags,high
flash wondermint gum,False,False,False,False,False,False,True,False,False,False,False,False,False,3,foods_allergens|foods_dietary_restrictions|foods_health_scores_allergens,explicit_boolean_or_allergen_tags,high
flat anchovies,False,False,False,False,True,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flat bread pizza,True,True,False,False,False,False,True,True,False,False,False,False,False,3,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flat fillets of anchovies in olive oil,False,False,False,False,True,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flat fillets of anchovies in pure olive oil,False,False,False,False,True,False,False,False,False,False,False,False,False,2,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flat white porter,True,False,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flatbread,True,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flatbread bacon, egg, cheese sandwich",True,True,False,False,False,True,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flatbread breakfast sandwich,True,True,False,False,False,True,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flatbread breakfast sandwich, egg, bacon cheese",True,True,False,False,False,True,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flatbread breakfast sandwich, egg, spinach, cheese medley",True,True,False,False,False,True,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flatbread breakfast sandwiches,True,True,False,False,False,True,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flatbread crackers, three seed",True,False,False,False,False,False,False,False,False,True,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flatbread crisps, crackers + hummus snack box",True,True,False,False,False,False,True,False,False,True,False,False,False,2,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flatbread crust pizza,True,True,False,False,False,False,True,False,False,False,False,False,False,2,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flatbread enriched wheat flour wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid",True,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_ingredient_allergen_tags,high
flatbread multi-grain with flax,True,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flatbread pizza,True,True,False,False,False,False,True,False,True,False,True,False,False,8,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flatbread pizza crust,True,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flatbread pizza, sausage pepper",True,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flatbread strips wheat flour, water, yeast, palm oil, salt, sugar, sunflower oil, onion powder, garlic powder, maltodextrin, spices, tomato powder, natural butter flavor milk , carrot powder, yeast extract, celery powder, ascorbic acid, rosemary extract",True,True,False,False,False,False,False,True,False,False,False,False,False,1,allergies_10k,explicit_ingredient_allergen_tags,high
"flatbread with apples, prosciutto and blue cheese",True,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flatbread with roasted mushrooms, onions, and asiago cheese",True,True,False,False,False,True,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flatbread, turkey sausage egg cheese",True,True,False,False,False,True,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flatbreads,True,False,False,False,False,False,False,False,False,True,False,False,False,2,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flatbreads garlic butter shrimp,True,True,False,False,True,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flatbreads pesto shrimp,True,True,False,False,True,False,True,False,False,True,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flatbreads sesame crackers,True,False,False,False,False,False,False,False,False,True,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flatzza sprouted 7-grain flatbread,True,False,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flautas for breakfast,True,True,False,False,False,True,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavor,False,False,False,False,False,False,False,False,False,False,False,False,False,2,allergies_10k,explicit_empty_allergen_list,high
"flavor , natural flavor, seasoning hydrolyzed corn gluten",True,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_ingredient_allergen_tags,high
"flavor base sweetened condensed whole milk whole milk, sugar",False,True,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_ingredient_allergen_tags,high
"flavor base water, sugar, salt, citric acid, chili powder, dextrose, food starch-modified, artificial flavor",False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
flavor blasted xtra cheddar baked snack crackers,True,True,False,False,False,False,True,True,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavor blend packets, garlic herb",True,False,False,False,False,False,True,True,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavor blend water, sugar, modified corn starch, citric acid, sodium citrate, cinnamon, vitamin a acetate, vitamin d3",False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
flavor full ranch cauliflower,False,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavor hydrolyzed soy protein, corn protein, and wheat gluten, medium chain triglycerides, sesame oil, yeast extract",True,False,False,False,False,False,True,False,False,True,False,False,False,1,allergies_10k,explicit_ingredient_allergen_tags,high
flavor includes enzyme modified butter fat,False,True,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_ingredient_allergen_tags,high
flavor includes soy lecithin,False,False,False,False,False,False,True,False,False,False,False,False,False,1,allergies_10k,explicit_ingredient_allergen_tags,high
flavor infuser marinade,True,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavor infusions dry rice,True,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavor natural flavor, maltodextrin, gum arabic",False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
flavor shifters wild berry to coolmint,False,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavor with safflower oil,False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
"flavor yeast extract, natural flavor",False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
"flavor yeast extract, potato maltodextrin, salt, natural flavor",False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
flavored bread crumbs,True,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored candy,False,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored candy twist,True,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored cheese curls,False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored chocolate syrup,False,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored coffee drink, salted caramel mocha",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored cookies,True,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored corn snacks,False,True,False,False,False,False,False,False,False,False,False,False,False,2,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored corn tortilla chips,False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored corn tortilla chips, salsa ranchera",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored drizzled kettlecorn,False,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored fruit pieces dehydrated apples treated with sodium sulfite to promote color retention , artificial flavor, citric acid, annatto color",False,False,False,False,False,False,False,False,False,False,True,True,False,1,allergies_10k,explicit_ingredient_allergen_tags,high
"flavored fruit pieces dehydrated apples treated with sodium sulfite to promote color retention , artificial strawberry flavor, citric acid, red 40",False,False,False,False,False,False,False,False,False,False,True,True,False,1,allergies_10k,explicit_ingredient_allergen_tags,high
flavored grains long grain wild fast,True,False,False,False,False,False,True,True,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored heart candy,False,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored ice cream,False,True,False,False,False,False,False,False,False,False,False,False,False,2,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored kake chips,True,False,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored marshmallow,False,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored mash potatoes,False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored milk,False,True,False,False,False,False,False,False,False,False,False,False,False,2,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored peanuts sea salt and vinegar imp,False,False,True,True,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored pistachos,True,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored popcorn,False,True,False,False,False,False,True,False,False,False,False,False,False,3,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored potato chips,True,True,True,True,False,False,True,False,False,False,False,False,False,9,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored potato chips, sour cream onion",False,True,False,False,False,False,False,False,False,False,False,False,False,2,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored potato chips, sweet smokin barbecue",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored ridged potato chips,False,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored salad with chicken,True,False,False,False,False,True,True,True,True,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored sandwich cream cookies,True,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored snack mix, cheddar, nacho cheese, double cheddar, parmesan",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored snack mix, cool ranch",True,True,True,True,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored syrup,False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored tortilla chips,False,True,False,False,False,False,True,False,True,False,False,False,False,2,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored tortilla chips, hint of pepper jack",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored tortilla chips, hot",True,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored tortilla chips, nacho",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored tortilla snacks, blazin buffalo explosion",True,True,False,False,False,False,True,False,False,False,False,False,False,2,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored tortilla snacks, cheese explosion",True,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored tortilla snacks, taco explosion",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored vanilla gelato,True,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored vanilla ice cream with broken chocolate sandwich cookie pieces, cookies n cream",True,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored vanilla ice cream, orange cream bar",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored wafers sandwich,True,True,False,False,False,False,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored waffles,True,True,False,False,False,True,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored with bacon provolone italian sauce, bacon provolone",False,True,False,False,False,False,False,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavored with meat italian sauce,False,False,False,False,False,False,False,False,False,False,False,True,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavored with meat italian sauce, meat",False,False,False,False,False,False,False,False,False,False,False,True,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavorful favorites, mini chocolate cupcakes",True,True,False,False,False,True,True,False,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
flavorice,False,False,False,False,False,False,True,True,False,False,False,False,False,1,openfoodfacts,openfoodfacts_explicit_allergen_tags,high
"flavoring dehydrated natural, maltodextrin, salt, oleoresin, essential oils and silicon dioxide and sea salt",False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
"flavoring dextrose, natural and artificial flavors, polysorbate 80",False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
"flavoring hydrolized corn protein, maltrdextrin, salt, corn flour, onion powder, natural flavoring, garlic powder",True,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,keyword_from_ingredient_text,medium
"flavoring salt, natural flavors, soybean oil",False,False,False,False,False,False,True,False,False,False,False,False,False,1,allergies_10k,explicit_ingredient_allergen_tags,high
flavorings,False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
flavorings containing maize,False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
flavorings soy lecithin,False,False,False,False,False,False,True,False,False,False,False,False,False,1,allergies_10k,explicit_ingredient_allergen_tags,high
"flavorings vanillin, milk, chocolate, peanut",False,True,True,True,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_ingredient_allergen_tags,high
"flavors artificial lime, orange, raspberry banana",False,False,False,False,False,False,False,False,False,False,False,False,False,1,allergies_10k,explicit_empty_allergen_list,high
